date,category,product,distribution_center,supplier,manual_forecast,actual_demand,stock_level,lead_time_days,delivery_performance,customer_satisfaction,allocation_efficiency,forecast_accuracy,stockout,stockout_qty,overstock,overstock_qty,forecast_error,forecast_error_pct,forecast_bias
2023-11-18,Beauty,Shampoo,West DC,Supplier B,369,333,406,4,97,4.48,78.08,89.19,False,0,True,73,36,10.81,Over-forecast
2023-11-18,Beauty,Shampoo,East DC,Supplier D,320,296,354,10,97,4.75,80.41,91.89,False,0,False,58,24,8.11,Over-forecast
2023-11-18,Beauty,Perfume,South DC,Supplier E,375,334,418,10,101,4.32,74.85,87.72,False,0,True,84,41,12.28,Over-forecast
2023-11-18,Beauty,Perfume,Central DC,Supplier B,309,267,332,1,99,4.52,75.66,84.27,False,0,True,65,42,15.73,Over-forecast
2023-11-18,Beauty,Hair Dryer,Central DC,Supplier B,258,296,281,3,100,4.32,94.93,87.16,True,15,False,0,-38,12.84,Under-forecast
2023-11-18,Beauty,Hair Dryer,South DC,Supplier E,225,202,255,11,97,4.4,73.76,88.61,False,0,True,53,23,11.39,Over-forecast
2023-11-19,Electronics,Camera,West DC,Supplier A,223,204,241,2,100,4.49,81.86,90.69,False,0,False,37,19,9.31,Over-forecast
2023-11-19,Electronics,Camera,South DC,Supplier E,269,247,303,13,101,4.53,77.33,91.09,False,0,True,56,22,8.91,Over-forecast
2023-11-19,Electronics,Headphones,Central DC,Supplier D,300,273,316,8,100,5.0,84.25,90.11,False,0,False,43,27,9.89,Over-forecast
2023-11-19,Electronics,Headphones,East DC,Supplier C,168,206,188,6,100,3.71,91.26,81.55,True,18,False,0,-38,18.45,Under-forecast
2023-11-19,Electronics,Phone,West DC,Supplier E,292,269,310,13,105,4.99,84.76,91.45,False,0,False,41,23,8.55,Over-forecast
2023-11-19,Electronics,Phone,East DC,Supplier D,206,254,222,8,97,3.18,87.4,81.1,True,32,False,0,-48,18.9,Under-forecast
2023-11-19,Clothing,Jacket,West DC,Supplier D,156,191,176,9,97,3.87,92.15,81.68,True,15,False,0,-35,18.32,Under-forecast
2023-11-19,Clothing,Jacket,Central DC,Supplier C,470,416,521,4,97,4.51,74.76,87.02,False,0,True,105,54,12.98,Over-forecast
2023-11-19,Clothing,Jeans,East DC,Supplier B,206,179,236,5,97,4.47,68.16,84.92,False,0,True,57,27,15.08,Over-forecast
2023-11-19,Clothing,Jeans,Central DC,Supplier A,236,266,267,4,90,4.15,99.62,88.72,False,0,False,1,-30,11.28,Under-forecast
2023-11-19,Clothing,T-shirt,Central DC,Supplier D,394,343,448,8,97,4.26,69.39,85.13,False,0,True,105,51,14.87,Over-forecast
2023-11-19,Clothing,T-shirt,West DC,Supplier A,427,380,448,2,100,4.62,82.11,87.63,False,0,False,68,47,12.37,Over-forecast
2023-11-19,Food,Eggs,East DC,Supplier A,336,367,374,2,100,4.91,98.09,91.55,False,0,False,7,-31,8.45,Under-forecast
2023-11-19,Food,Eggs,West DC,Supplier B,433,381,467,5,90,4.05,77.43,86.35,False,0,True,86,52,13.65,Over-forecast
2023-11-19,Food,Cheese,West DC,Supplier C,220,257,239,6,100,4.29,93.0,85.6,True,18,False,0,-37,14.4,Under-forecast
2023-11-19,Food,Cheese,South DC,Supplier B,340,411,368,4,97,3.27,89.54,82.73,True,43,False,0,-71,17.27,Under-forecast
2023-11-19,Food,Milk,West DC,Supplier D,380,420,433,9,99,5.0,96.9,90.48,False,0,False,13,-40,9.52,Under-forecast
2023-11-19,Food,Milk,Central DC,Supplier A,268,309,304,2,100,4.16,98.38,86.73,True,5,False,0,-41,13.27,Under-forecast
2023-11-19,Home Goods,Pillow,Central DC,Supplier D,276,243,301,7,97,4.26,76.13,86.42,False,0,True,58,33,13.58,Over-forecast
2023-11-19,Home Goods,Pillow,West DC,Supplier C,142,173,157,7,100,3.83,90.75,82.08,True,16,False,0,-31,17.92,Under-forecast
2023-11-19,Home Goods,Table,East DC,Supplier C,167,209,182,9,80,3.09,87.08,79.9,True,27,False,0,-42,20.1,Under-forecast
2023-11-19,Home Goods,Table,Central DC,Supplier E,209,189,229,17,100,4.12,78.84,89.42,False,0,True,40,20,10.58,Over-forecast
2023-11-19,Home Goods,Chair,South DC,Supplier D,165,150,188,7,99,4.96,74.67,90.0,False,0,True,38,15,10.0,Over-forecast
2023-11-19,Home Goods,Chair,West DC,Supplier D,74,87,82,11,100,4.22,94.25,85.06,True,5,False,0,-13,14.94,Under-forecast
2023-11-19,Sports,Dumbbells,East DC,Supplier B,167,140,178,2,97,4.31,72.86,80.71,False,0,True,38,27,19.29,Over-forecast
2023-11-19,Sports,Dumbbells,Central DC,Supplier C,172,209,183,13,60,3.07,87.56,82.3,True,26,False,0,-37,17.7,Under-forecast
2023-11-19,Sports,Tennis Racket,Central DC,Supplier D,114,98,123,10,97,4.68,74.49,83.67,False,0,True,25,16,16.33,Over-forecast
2023-11-19,Sports,Tennis Racket,South DC,Supplier C,149,167,162,4,97,3.64,97.01,89.22,True,5,False,0,-18,10.78,Under-forecast
2023-11-19,Sports,Yoga Mat,South DC,Supplier A,96,87,105,1,97,4.27,79.31,89.66,False,0,True,18,9,10.34,Accurate
2023-11-19,Sports,Yoga Mat,East DC,Supplier D,134,124,145,7,99,4.49,83.06,91.94,False,0,False,21,10,8.06,Accurate
2023-11-19,Beauty,Hair Dryer,Central DC,Supplier B,166,185,187,3,100,4.19,98.92,89.73,False,0,False,2,-19,10.27,Under-forecast
2023-11-19,Beauty,Hair Dryer,West DC,Supplier C,196,241,224,5,100,4.04,92.95,81.33,True,17,False,0,-45,18.67,Under-forecast
2023-11-19,Beauty,Skincare,West DC,Supplier C,232,203,266,5,103,4.05,68.97,85.71,False,0,True,63,29,14.29,Over-forecast
2023-11-19,Beauty,Skincare,Central DC,Supplier D,215,181,241,12,80,4.37,66.85,81.22,False,0,True,60,34,18.78,Over-forecast
2023-11-19,Beauty,Perfume,Central DC,Supplier E,269,237,305,12,97,4.58,71.31,86.5,False,0,True,68,32,13.5,Over-forecast
2023-11-19,Beauty,Perfume,South DC,Supplier A,120,133,135,3,97,4.85,98.5,90.23,False,0,False,2,-13,9.77,Under-forecast
2023-11-20,Electronics,Headphones,East DC,Supplier E,267,241,290,8,99,4.5,79.67,89.21,False,0,True,49,26,10.79,Over-forecast
2023-11-20,Electronics,Headphones,Central DC,Supplier E,172,210,186,6,103,3.27,88.57,81.9,True,24,False,0,-38,18.1,Under-forecast
2023-11-20,Electronics,Laptop,Central DC,Supplier E,283,242,324,9,103,4.34,66.12,83.06,False,0,True,82,41,16.94,Over-forecast
2023-11-20,Electronics,Laptop,East DC,Supplier C,314,289,335,5,97,4.93,84.08,91.35,False,0,False,46,25,8.65,Over-forecast
2023-11-20,Electronics,Tablet,Central DC,Supplier C,173,198,192,6,100,4.23,96.97,87.37,True,6,False,0,-25,12.63,Under-forecast
2023-11-20,Electronics,Tablet,West DC,Supplier C,193,239,219,8,100,4.01,91.63,80.75,True,20,False,0,-46,19.25,Under-forecast
2023-11-20,Clothing,Jeans,East DC,Supplier A,206,187,231,3,100,4.01,76.47,89.84,False,0,True,44,19,10.16,Over-forecast
2023-11-20,Clothing,Jeans,South DC,Supplier E,211,236,238,19,97,4.12,99.15,89.41,False,0,False,2,-25,10.59,Under-forecast
2023-11-20,Clothing,T-shirt,East DC,Supplier D,196,238,223,10,101,4.07,93.7,82.35,True,15,False,0,-42,17.65,Under-forecast
2023-11-20,Clothing,T-shirt,South DC,Supplier E,297,324,329,15,100,5.0,98.46,91.67,False,0,False,5,-27,8.33,Under-forecast
2023-11-20,Clothing,Jacket,Central DC,Supplier C,214,184,229,4,99,4.29,75.54,83.7,False,0,True,45,30,16.3,Over-forecast
2023-11-20,Clothing,Jacket,South DC,Supplier D,447,525,496,8,100,4.09,94.48,85.14,True,29,False,0,-78,14.86,Under-forecast
2023-11-20,Food,Bread,South DC,Supplier C,336,282,385,9,90,3.93,63.48,80.85,False,0,True,103,54,19.15,Over-forecast
2023-11-20,Food,Bread,East DC,Supplier D,367,416,406,12,90,4.15,97.6,88.22,True,10,False,0,-49,11.78,Under-forecast
2023-11-20,Food,Coffee,Central DC,Supplier C,437,479,464,7,90,4.76,96.87,91.23,True,15,False,0,-42,8.77,Under-forecast
2023-11-20,Food,Coffee,South DC,Supplier E,370,446,414,16,99,4.43,92.83,82.96,True,32,False,0,-76,17.04,Under-forecast
2023-11-20,Food,Eggs,West DC,Supplier B,499,433,562,7,90,4.36,70.21,84.76,False,0,True,129,66,15.24,Over-forecast
2023-11-20,Food,Eggs,Central DC,Supplier E,267,240,286,25,50,3.65,80.83,88.75,False,0,False,46,27,11.25,Over-forecast
2023-11-20,Home Goods,Lamp,East DC,Supplier C,116,100,130,6,97,4.5,70.0,84.0,False,0,True,30,16,16.0,Over-forecast
2023-11-20,Home Goods,Lamp,West DC,Supplier C,271,239,309,3,99,4.6,70.71,86.61,False,0,True,70,32,13.39,Over-forecast
2023-11-20,Home Goods,Chair,West DC,Supplier D,246,206,271,12,100,4.3,68.45,80.58,False,0,True,65,40,19.42,Over-forecast
2023-11-20,Home Goods,Chair,Central DC,Supplier B,192,232,202,8,80,3.12,87.07,82.76,True,30,False,0,-40,17.24,Under-forecast
2023-11-20,Home Goods,Rug,West DC,Supplier D,223,197,247,8,101,4.5,74.62,86.8,False,0,True,50,26,13.2,Over-forecast
2023-11-20,Home Goods,Rug,Central DC,Supplier D,99,124,113,7,97,3.31,91.13,79.84,True,11,False,0,-25,20.16,Under-forecast
2023-11-20,Sports,Running Shoes,South DC,Supplier E,126,146,144,8,99,3.83,98.63,86.3,True,2,False,0,-20,13.7,Under-forecast
2023-11-20,Sports,Running Shoes,East DC,Supplier B,151,130,164,3,100,4.54,73.85,83.85,False,0,True,34,21,16.15,Over-forecast
2023-11-20,Sports,Yoga Mat,West DC,Supplier C,115,129,123,6,97,3.82,95.35,89.15,True,6,False,0,-14,10.85,Under-forecast
2023-11-20,Sports,Yoga Mat,South DC,Supplier B,160,144,176,3,99,4.11,77.78,88.89,False,0,True,32,16,11.11,Over-forecast
2023-11-20,Sports,Dumbbells,South DC,Supplier E,121,106,135,10,99,4.11,72.64,85.85,False,0,True,29,15,14.15,Over-forecast
2023-11-20,Sports,Dumbbells,West DC,Supplier B,233,201,249,4,100,4.19,76.12,84.08,False,0,True,48,32,15.92,Over-forecast
2023-11-20,Beauty,Perfume,Central DC,Supplier E,318,277,342,19,97,4.26,76.53,85.2,False,0,True,65,41,14.8,Over-forecast
2023-11-20,Beauty,Perfume,South DC,Supplier D,327,289,369,9,90,4.21,72.32,86.85,False,0,True,80,38,13.15,Over-forecast
2023-11-20,Beauty,Makeup,South DC,Supplier D,234,215,254,7,100,4.49,81.86,91.16,False,0,False,39,19,8.84,Over-forecast
2023-11-20,Beauty,Makeup,East DC,Supplier D,311,356,334,7,105,4.08,93.82,87.36,True,22,False,0,-45,12.64,Under-forecast
2023-11-20,Beauty,Skincare,West DC,Supplier B,270,228,287,5,100,4.56,74.12,81.58,False,0,True,59,42,18.42,Over-forecast
2023-11-20,Beauty,Skincare,South DC,Supplier B,223,248,239,2,97,4.1,96.37,89.92,True,9,False,0,-25,10.08,Under-forecast
2023-11-21,Electronics,Phone,East DC,Supplier A,164,180,174,2,97,4.48,96.67,91.11,True,6,False,0,-16,8.89,Under-forecast
2023-11-21,Electronics,Phone,Central DC,Supplier D,219,196,231,10,97,4.69,82.14,88.27,False,0,False,35,23,11.73,Over-forecast
2023-11-21,Electronics,Tablet,West DC,Supplier C,108,132,113,6,100,3.67,85.61,81.82,True,19,False,0,-24,18.18,Under-forecast
2023-11-21,Electronics,Tablet,Central DC,Supplier E,108,124,120,12,101,4.31,96.77,87.1,True,4,False,0,-16,12.9,Under-forecast
2023-11-21,Electronics,Headphones,Central DC,Supplier A,220,254,233,3,100,4.09,91.73,86.61,True,21,False,0,-34,13.39,Under-forecast
2023-11-21,Electronics,Headphones,West DC,Supplier B,212,245,224,5,97,4.18,91.43,86.53,True,21,False,0,-33,13.47,Under-forecast
2023-11-21,Clothing,Sweater,East DC,Supplier B,594,516,632,2,97,4.61,77.52,84.88,False,0,True,116,78,15.12,Over-forecast
2023-11-21,Clothing,Sweater,Central DC,Supplier C,452,499,511,5,100,4.59,97.6,90.58,False,0,False,12,-47,9.42,Under-forecast
2023-11-21,Clothing,Dress,West DC,Supplier B,258,299,285,4,100,3.97,95.32,86.29,True,14,False,0,-41,13.71,Under-forecast
2023-11-21,Clothing,Dress,East DC,Supplier D,231,211,252,13,90,4.38,80.57,90.52,False,0,False,41,20,9.48,Over-forecast
2023-11-21,Clothing,Shoes,East DC,Supplier B,316,350,351,6,100,4.85,99.71,90.29,False,0,False,1,-34,9.71,Under-forecast
2023-11-21,Clothing,Shoes,Central DC,Supplier A,338,294,362,2,99,4.7,76.87,85.03,False,0,True,68,44,14.97,Over-forecast
2023-11-21,Food,Cheese,Central DC,Supplier C,215,256,242,7,100,3.97,94.53,83.98,True,14,False,0,-41,16.02,Under-forecast
2023-11-21,Food,Cheese,West DC,Supplier D,396,353,446,10,99,4.56,73.65,87.82,False,0,True,93,43,12.18,Over-forecast
2023-11-21,Food,Milk,South DC,Supplier D,474,402,500,8,99,4.09,75.62,82.09,False,0,True,98,72,17.91,Over-forecast
2023-11-21,Food,Milk,East DC,Supplier A,527,485,602,2,97,4.83,75.88,91.34,False,0,True,117,42,8.66,Over-forecast
2023-11-21,Food,Chocolate,East DC,Supplier C,307,345,348,10,90,4.06,99.13,88.99,False,0,False,3,-38,11.01,Under-forecast
2023-11-21,Food,Chocolate,South DC,Supplier C,330,371,373,6,97,4.69,99.46,88.95,False,0,False,2,-41,11.05,Under-forecast
2023-11-21,Home Goods,Curtains,South DC,Supplier E,100,91,105,8,99,4.47,84.62,90.11,False,0,False,14,9,9.89,Accurate
2023-11-21,Home Goods,Curtains,West DC,Supplier B,199,174,217,2,97,3.99,75.29,85.63,False,0,True,43,25,14.37,Over-forecast
2023-11-21,Home Goods,Chair,South DC,Supplier C,140,174,157,7,97,3.84,90.23,80.46,True,17,False,0,-34,19.54,Under-forecast
2023-11-21,Home Goods,Chair,East DC,Supplier A,170,149,180,1,97,4.39,79.19,85.91,False,0,True,31,21,14.09,Over-forecast
2023-11-21,Home Goods,Pillow,East DC,Supplier C,155,135,175,3,99,4.24,70.37,85.19,False,0,True,40,20,14.81,Over-forecast
2023-11-21,Home Goods,Pillow,South DC,Supplier D,104,90,109,8,99,4.44,78.89,84.44,False,0,True,19,14,15.56,Over-forecast
2023-11-21,Sports,Yoga Mat,Central DC,Supplier A,176,201,198,2,99,3.62,98.51,87.56,True,3,False,0,-25,12.44,Under-forecast
2023-11-21,Sports,Yoga Mat,East DC,Supplier A,172,145,184,3,100,4.41,73.1,81.38,False,0,True,39,27,18.62,Over-forecast
2023-11-21,Sports,Tennis Racket,South DC,Supplier C,84,93,92,4,101,4.19,98.92,90.32,True,1,False,0,-9,9.68,Accurate
2023-11-21,Sports,Tennis Racket,West DC,Supplier C,158,135,175,7,100,4.24,70.37,82.96,False,0,True,40,23,17.04,Over-forecast
2023-11-21,Sports,Fitness Tracker,East DC,Supplier C,94,83,98,4,97,4.58,81.93,86.75,False,0,False,15,11,13.25,Over-forecast
2023-11-21,Sports,Fitness Tracker,Central DC,Supplier E,232,197,256,10,99,4.31,70.05,82.23,False,0,True,59,35,17.77,Over-forecast
2023-11-21,Beauty,Makeup,South DC,Supplier A,211,179,223,1,97,4.5,75.42,82.12,False,0,True,44,32,17.88,Over-forecast
2023-11-21,Beauty,Makeup,West DC,Supplier E,350,322,376,15,97,5.0,83.23,91.3,False,0,False,54,28,8.7,Over-forecast
2023-11-21,Beauty,Skincare,Central DC,Supplier A,146,126,156,3,97,4.28,76.19,84.13,False,0,True,30,20,15.87,Over-forecast
2023-11-21,Beauty,Skincare,West DC,Supplier E,165,200,182,19,90,4.1,91.0,82.5,True,18,False,0,-35,17.5,Under-forecast
2023-11-21,Beauty,Perfume,Central DC,Supplier E,206,176,229,22,70,4.4,69.89,82.95,False,0,True,53,30,17.05,Over-forecast
2023-11-21,Beauty,Perfume,South DC,Supplier C,385,321,439,7,99,4.51,63.24,80.06,False,0,True,118,64,19.94,Over-forecast
2023-11-22,Electronics,Laptop,South DC,Supplier E,219,261,240,18,97,4.02,91.95,83.91,True,21,False,0,-42,16.09,Under-forecast
2023-11-22,Electronics,Laptop,West DC,Supplier D,127,151,141,7,99,3.49,93.38,84.11,True,10,False,0,-24,15.89,Under-forecast
2023-11-22,Electronics,Smart Watch,South DC,Supplier E,259,238,272,19,90,4.33,85.71,91.18,False,0,False,34,21,8.82,Over-forecast
2023-11-22,Electronics,Smart Watch,Central DC,Supplier B,263,294,291,2,97,3.74,98.98,89.46,True,3,False,0,-31,10.54,Under-forecast
2023-11-22,Electronics,Camera,South DC,Supplier A,203,171,230,4,100,4.36,65.5,81.29,False,0,True,59,32,18.71,Over-forecast
2023-11-22,Electronics,Camera,Central DC,Supplier A,259,285,297,3,97,4.75,95.79,90.88,False,0,False,12,-26,9.12,Under-forecast
2023-11-22,Clothing,Sweater,West DC,Supplier E,449,498,477,17,99,4.19,95.78,90.16,True,21,False,0,-49,9.84,Under-forecast
2023-11-22,Clothing,Sweater,Central DC,Supplier A,454,503,485,2,100,4.14,96.42,90.26,True,18,False,0,-49,9.74,Under-forecast
2023-11-22,Clothing,Jacket,West DC,Supplier B,293,324,335,5,100,4.8,96.6,90.43,False,0,False,11,-31,9.57,Under-forecast
2023-11-22,Clothing,Jacket,South DC,Supplier A,549,597,591,2,97,4.49,98.99,91.96,True,6,False,0,-48,8.04,Under-forecast
2023-11-22,Clothing,Jeans,West DC,Supplier A,155,185,173,3,97,3.88,93.51,83.78,True,12,False,0,-30,16.22,Under-forecast
2023-11-22,Clothing,Jeans,Central DC,Supplier C,327,294,348,4,97,4.6,81.63,88.78,False,0,False,54,33,11.22,Over-forecast
2023-11-22,Food,Milk,West DC,Supplier A,484,405,528,4,90,4.2,69.63,80.49,False,0,True,123,79,19.51,Over-forecast
2023-11-22,Food,Milk,East DC,Supplier A,290,323,311,2,100,4.14,96.28,89.78,True,12,False,0,-33,10.22,Under-forecast
2023-11-22,Food,Eggs,South DC,Supplier B,216,236,240,4,100,5.0,98.31,91.53,False,0,False,4,-20,8.47,Under-forecast
2023-11-22,Food,Eggs,West DC,Supplier B,601,537,690,5,97,4.56,71.51,88.08,False,0,True,153,64,11.92,Over-forecast
2023-11-22,Food,Chocolate,East DC,Supplier D,286,244,305,10,90,4.14,75.0,82.79,False,0,True,61,42,17.21,Over-forecast
2023-11-22,Food,Chocolate,West DC,Supplier D,468,434,520,9,97,4.68,80.18,92.17,False,0,False,86,34,7.83,Over-forecast
2023-11-22,Home Goods,Pillow,West DC,Supplier A,165,140,181,4,100,4.38,70.71,82.14,False,0,True,41,25,17.86,Over-forecast
2023-11-22,Home Goods,Pillow,East DC,Supplier A,90,81,101,3,100,4.4,75.31,88.89,False,0,True,20,9,11.11,Accurate
2023-11-22,Home Goods,Curtains,West DC,Supplier A,166,200,189,2,100,4.51,94.5,83.0,True,11,False,0,-34,17.0,Under-forecast
2023-11-22,Home Goods,Curtains,South DC,Supplier A,175,203,191,2,97,4.15,94.09,86.21,True,12,False,0,-28,13.79,Under-forecast
2023-11-22,Home Goods,Rug,Central DC,Supplier C,107,99,116,7,97,4.53,82.83,91.92,False,0,False,17,8,8.08,Accurate
2023-11-22,Home Goods,Rug,West DC,Supplier D,209,183,225,8,103,4.5,77.05,85.79,False,0,True,42,26,14.21,Over-forecast
2023-11-22,Sports,Yoga Mat,Central DC,Supplier D,227,193,248,11,90,4.11,71.5,82.38,False,0,True,55,34,17.62,Over-forecast
2023-11-22,Sports,Yoga Mat,South DC,Supplier A,256,222,288,4,90,4.55,70.27,84.68,False,0,True,66,34,15.32,Over-forecast
2023-11-22,Sports,Fitness Tracker,Central DC,Supplier D,224,189,244,13,90,4.55,70.9,81.48,False,0,True,55,35,18.52,Over-forecast
2023-11-22,Sports,Fitness Tracker,South DC,Supplier D,254,222,289,12,100,4.26,69.82,85.59,False,0,True,67,32,14.41,Over-forecast
2023-11-22,Sports,Tennis Racket,West DC,Supplier A,143,124,157,3,97,4.52,73.39,84.68,False,0,True,33,19,15.32,Over-forecast
2023-11-22,Sports,Tennis Racket,South DC,Supplier D,204,228,215,10,99,3.76,94.3,89.47,True,13,False,0,-24,10.53,Under-forecast
2023-11-22,Beauty,Makeup,West DC,Supplier B,306,256,333,2,99,4.62,69.92,80.47,False,0,True,77,50,19.53,Over-forecast
2023-11-22,Beauty,Makeup,South DC,Supplier B,334,291,365,2,97,4.54,74.57,85.22,False,0,True,74,43,14.78,Over-forecast
2023-11-22,Beauty,Hair Dryer,Central DC,Supplier B,186,221,204,3,100,4.36,92.31,84.16,True,17,False,0,-35,15.84,Under-forecast
2023-11-22,Beauty,Hair Dryer,South DC,Supplier A,96,113,103,1,97,3.84,91.15,84.96,True,10,False,0,-17,15.04,Under-forecast
2023-11-22,Beauty,Perfume,West DC,Supplier D,157,189,167,5,103,3.59,88.36,83.07,True,22,False,0,-32,16.93,Under-forecast
2023-11-22,Beauty,Perfume,Central DC,Supplier C,326,284,355,5,101,4.31,75.0,85.21,False,0,True,71,42,14.79,Over-forecast
2023-11-23,Electronics,Smart Watch,Central DC,Supplier A,313,263,355,2,100,4.0,65.02,80.99,False,0,True,92,50,19.01,Over-forecast
2023-11-23,Electronics,Smart Watch,South DC,Supplier E,229,282,250,11,97,3.52,88.65,81.21,True,32,False,0,-53,18.79,Under-forecast
2023-11-23,Electronics,Camera,South DC,Supplier B,201,172,223,2,97,4.49,70.35,83.14,False,0,True,51,29,16.86,Over-forecast
2023-11-23,Electronics,Camera,West DC,Supplier E,147,178,161,10,103,4.02,90.45,82.58,True,17,False,0,-31,17.42,Under-forecast
2023-11-23,Electronics,Laptop,South DC,Supplier D,188,219,204,13,80,3.53,93.15,85.84,True,15,False,0,-31,14.16,Under-forecast
2023-11-23,Electronics,Laptop,West DC,Supplier C,174,215,197,8,90,3.74,91.63,80.93,True,18,False,0,-41,19.07,Under-forecast
2023-11-23,Clothing,Dress,West DC,Supplier E,202,253,223,11,105,2.61,88.14,79.84,True,30,False,0,-51,20.16,Under-forecast
2023-11-23,Clothing,Dress,East DC,Supplier D,160,175,169,5,99,4.22,96.57,91.43,True,6,False,0,-15,8.57,Under-forecast
2023-11-23,Clothing,Sweater,Central DC,Supplier E,506,425,565,18,99,4.15,67.06,80.94,False,0,True,140,81,19.06,Over-forecast
2023-11-23,Clothing,Sweater,South DC,Supplier E,431,527,491,22,80,3.47,93.17,81.78,True,36,False,0,-96,18.22,Under-forecast
2023-11-23,Clothing,T-shirt,West DC,Supplier E,164,141,177,18,70,4.28,74.47,83.69,False,0,True,36,23,16.31,Over-forecast
2023-11-23,Clothing,T-shirt,South DC,Supplier B,363,316,384,6,90,4.3,78.48,85.13,False,0,True,68,47,14.87,Over-forecast
2023-11-23,Food,Milk,East DC,Supplier D,595,507,651,11,90,4.14,71.6,82.64,False,0,True,144,88,17.36,Over-forecast
2023-11-23,Food,Milk,Central DC,Supplier C,169,198,191,7,99,3.64,96.46,85.35,True,7,False,0,-29,14.65,Under-forecast
2023-11-23,Food,Eggs,Central DC,Supplier E,407,351,442,11,101,4.03,74.07,84.05,False,0,True,91,56,15.95,Over-forecast
2023-11-23,Food,Eggs,South DC,Supplier B,260,295,281,5,100,3.8,95.25,88.14,True,14,False,0,-35,11.86,Under-forecast
2023-11-23,Food,Coffee,West DC,Supplier D,263,226,280,6,103,4.18,76.11,83.63,False,0,True,54,37,16.37,Over-forecast
2023-11-23,Food,Coffee,South DC,Supplier D,523,461,557,13,100,4.39,79.18,86.55,False,0,True,96,62,13.45,Over-forecast
2023-11-23,Home Goods,Pillow,South DC,Supplier E,250,223,282,17,90,3.94,73.54,87.89,False,0,True,59,27,12.11,Over-forecast
2023-11-23,Home Goods,Pillow,Central DC,Supplier D,200,218,217,10,101,4.66,99.54,91.74,True,1,False,0,-18,8.26,Under-forecast
2023-11-23,Home Goods,Chair,East DC,Supplier D,133,118,143,10,99,4.59,78.81,87.29,False,0,True,25,15,12.71,Over-forecast
2023-11-23,Home Goods,Chair,South DC,Supplier D,226,202,239,11,97,4.45,81.68,88.12,False,0,False,37,24,11.88,Over-forecast
2023-11-23,Home Goods,Curtains,Central DC,Supplier D,184,216,206,8,101,3.68,95.37,85.19,True,10,False,0,-32,14.81,Under-forecast
2023-11-23,Home Goods,Curtains,East DC,Supplier A,102,125,107,2,100,3.13,85.6,81.6,True,18,False,0,-23,18.4,Under-forecast
2023-11-23,Sports,Tennis Racket,West DC,Supplier E,107,122,120,13,97,4.13,98.36,87.7,True,2,False,0,-15,12.3,Under-forecast
2023-11-23,Sports,Tennis Racket,South DC,Supplier E,174,201,193,12,101,4.23,96.02,86.57,True,8,False,0,-27,13.43,Under-forecast
2023-11-23,Sports,Yoga Mat,East DC,Supplier D,163,190,184,10,80,3.69,96.84,85.79,True,6,False,0,-27,14.21,Under-forecast
2023-11-23,Sports,Yoga Mat,West DC,Supplier A,183,201,205,3,100,4.4,98.01,91.04,False,0,False,4,-18,8.96,Under-forecast
2023-11-23,Sports,Dumbbells,South DC,Supplier E,188,171,200,8,103,5.0,83.04,90.06,False,0,False,29,17,9.94,Over-forecast
2023-11-23,Sports,Dumbbells,East DC,Supplier C,88,74,100,7,100,4.24,64.86,81.08,False,0,True,26,14,18.92,Over-forecast
2023-11-23,Beauty,Shampoo,Central DC,Supplier B,175,159,188,6,100,4.13,81.76,89.94,False,0,False,29,16,10.06,Over-forecast
2023-11-23,Beauty,Shampoo,East DC,Supplier A,200,239,212,3,97,2.98,88.7,83.68,True,27,False,0,-39,16.32,Under-forecast
2023-11-23,Beauty,Makeup,South DC,Supplier B,99,124,107,3,97,3.06,86.29,79.84,True,17,False,0,-25,20.16,Under-forecast
2023-11-23,Beauty,Makeup,Central DC,Supplier E,234,199,252,9,99,4.67,73.37,82.41,False,0,True,53,35,17.59,Over-forecast
2023-11-23,Beauty,Hair Dryer,Central DC,Supplier E,148,128,156,22,70,4.09,78.12,84.38,False,0,True,28,20,15.62,Over-forecast
2023-11-23,Beauty,Hair Dryer,East DC,Supplier D,313,271,356,7,97,4.23,68.63,84.5,False,0,True,85,42,15.5,Over-forecast
2023-11-24,Electronics,Headphones,South DC,Supplier D,172,212,188,9,90,2.92,88.68,81.13,True,24,False,0,-40,18.87,Under-forecast
2023-11-24,Electronics,Headphones,West DC,Supplier B,204,184,226,5,100,4.3,77.17,89.13,False,0,True,42,20,10.87,Over-forecast
2023-11-24,Electronics,Tablet,West DC,Supplier E,324,293,350,9,103,4.14,80.55,89.42,False,0,False,57,31,10.58,Over-forecast
2023-11-24,Electronics,Tablet,Central DC,Supplier C,321,278,356,8,90,4.0,71.94,84.53,False,0,True,78,43,15.47,Over-forecast
2023-11-24,Electronics,Smart Watch,South DC,Supplier B,218,255,238,5,100,3.88,93.33,85.49,True,17,False,0,-37,14.51,Under-forecast
2023-11-24,Electronics,Smart Watch,East DC,Supplier A,177,159,200,3,97,4.13,74.21,88.68,False,0,True,41,18,11.32,Over-forecast
2023-11-24,Clothing,Dress,Central DC,Supplier B,308,269,330,4,100,4.02,77.32,85.5,False,0,True,61,39,14.5,Over-forecast
2023-11-24,Clothing,Dress,East DC,Supplier C,221,188,253,9,80,4.37,65.43,82.45,False,0,True,65,33,17.55,Over-forecast
2023-11-24,Clothing,Sweater,West DC,Supplier D,206,230,233,8,97,4.56,98.7,89.57,False,0,False,3,-24,10.43,Under-forecast
