date,category,product,distribution_center,supplier,manual_forecast,actual_demand,stock_level,lead_time_days,delivery_performance,customer_satisfaction,allocation_efficiency,forecast_accuracy,stockout,stockout_qty,overstock,overstock_qty,forecast_error,forecast_error_pct,forecast_bias,forecast_accuracy_band
2023-11-26,Electronics,Tablet,Central DC,Supplier C,186,176,196,5,97,4.83,87.9,94.32,False,0,False,20,10,5.68,Accurate,Excellent (90-100%)
2023-11-26,Electronics,Tablet,South DC,Supplier E,234,210,269,15,84,3.97,75.15,88.57,False,0,True,59,24,11.43,Over-forecast,Good (80-90%)
2023-11-26,Electronics,Laptop,East DC,Supplier C,439,501,485,6,92,3.54,97.4,87.62,True,16,False,0,-62,12.38,Under-forecast,Good (80-90%)
2023-11-26,Electronics,Laptop,West DC,Supplier E,205,219,227,11,92,4.25,98.38,93.61,False,0,False,8,-14,6.39,Accurate,Excellent (90-100%)
2023-11-26,Electronics,Camera,East DC,Supplier D,228,258,253,9,96,3.58,99.32,88.37,True,5,False,0,-30,11.63,Under-forecast,Good (80-90%)
2023-11-26,Electronics,Camera,West DC,Supplier D,259,236,285,8,99,4.54,70.63,90.25,False,0,True,49,23,9.75,Over-forecast,Excellent (90-100%)
2023-11-26,Clothing,Sweater,South DC,Supplier C,323,414,364,4,96,2.19,80.52,78.02,True,50,False,0,-91,21.98,Under-forecast,Fair (70-80%)
2023-11-26,Clothing,Sweater,Central DC,Supplier E,215,243,249,12,68,3.56,95.58,88.48,False,0,False,6,-28,11.52,Under-forecast,Good (80-90%)
2023-11-26,Clothing,Jacket,Central DC,Supplier E,175,163,196,16,76,4.03,70.69,92.64,False,0,True,33,12,7.36,Accurate,Excellent (90-100%)
2023-11-26,Clothing,Jacket,West DC,Supplier A,175,206,200,3,96,3.55,98.56,84.95,True,6,False,0,-31,15.05,Under-forecast,Good (80-90%)
2023-11-26,Clothing,T-shirt,West DC,Supplier A,280,314,308,3,100,4.05,99.29,89.17,True,6,False,0,-34,10.83,Under-forecast,Good (80-90%)
2023-11-26,Clothing,T-shirt,East DC,Supplier C,185,221,216,5,100,3.46,97.66,83.71,True,5,False,0,-36,16.29,Under-forecast,Good (80-90%)
2023-11-26,Food,Cheese,Central DC,Supplier C,280,295,295,6,96,4.74,95.35,94.92,False,0,False,0,-15,5.08,Under-forecast,Excellent (90-100%)
2023-11-26,Food,Cheese,East DC,Supplier D,566,618,623,13,84,4.18,97.9,91.59,False,0,False,5,-52,8.41,Under-forecast,Excellent (90-100%)
2023-11-26,Food,Coffee,South DC,Supplier B,682,654,724,7,84,4.83,81.01,95.72,False,0,False,70,28,4.28,Over-forecast,Excellent (90-100%)
2023-11-26,Food,Coffee,East DC,Supplier D,647,625,685,16,68,4.45,91.46,96.48,False,0,False,60,22,3.52,Over-forecast,Excellent (90-100%)
2023-11-26,Food,Bread,Central DC,Supplier E,464,454,517,12,101,4.8,84.6,97.8,False,0,False,63,10,2.2,Accurate,Excellent (90-100%)
2023-11-26,Food,Bread,East DC,Supplier D,389,423,425,8,96,4.6,99.43,91.96,False,0,False,2,-34,8.04,Under-forecast,Excellent (90-100%)
2023-11-26,Home Goods,Lamp,East DC,Supplier A,91,84,98,2,96,5.0,89.17,91.67,False,0,False,14,7,8.33,Accurate,Excellent (90-100%)
2023-11-26,Home Goods,Lamp,West DC,Supplier C,104,86,118,9,92,3.65,52.92,79.07,False,0,True,32,18,20.93,Over-forecast,Fair (70-80%)
2023-11-26,Home Goods,Chair,East DC,Supplier D,199,170,233,9,84,3.66,56.43,82.94,False,0,True,63,29,17.06,Over-forecast,Good (80-90%)
2023-11-26,Home Goods,Chair,South DC,Supplier B,165,140,190,3,97,4.28,68.62,82.14,False,0,True,50,25,17.86,Over-forecast,Good (80-90%)
2023-11-26,Home Goods,Pillow,South DC,Supplier A,76,97,87,4,100,2.74,83.03,78.35,True,10,False,0,-21,21.65,Under-forecast,Fair (70-80%)
2023-11-26,Home Goods,Pillow,Central DC,Supplier E,173,185,191,7,101,4.59,95.05,93.51,False,0,False,6,-12,6.49,Accurate,Excellent (90-100%)
2023-11-26,Sports,Running Shoes,East DC,Supplier D,171,151,190,14,84,3.93,71.72,86.75,False,0,True,39,20,13.25,Over-forecast,Good (80-90%)
2023-11-26,Sports,Running Shoes,Central DC,Supplier D,175,160,190,4,96,4.75,88.49,90.62,False,0,False,30,15,9.38,Accurate,Excellent (90-100%)
2023-11-26,Sports,Tennis Racket,East DC,Supplier C,68,78,75,7,84,3.4,97.98,87.18,True,3,False,0,-10,12.82,Accurate,Good (80-90%)
2023-11-26,Sports,Tennis Racket,South DC,Supplier D,47,55,51,10,96,3.75,91.37,85.45,True,4,False,0,-8,14.55,Accurate,Good (80-90%)
2023-11-26,Sports,Yoga Mat,Central DC,Supplier B,148,163,161,5,100,4.5,99.5,90.8,True,2,False,0,-15,9.2,Under-forecast,Excellent (90-100%)
2023-11-26,Sports,Yoga Mat,South DC,Supplier B,123,101,144,3,96,3.79,65.14,78.22,False,0,True,43,22,21.78,Over-forecast,Fair (70-80%)
2023-11-26,Beauty,Hair Dryer,Central DC,Supplier C,259,281,276,6,96,4.23,97.41,92.17,True,5,False,0,-22,7.83,Under-forecast,Excellent (90-100%)
2023-11-26,Beauty,Hair Dryer,West DC,Supplier C,227,267,253,8,92,3.4,93.76,85.02,True,14,False,0,-40,14.98,Under-forecast,Good (80-90%)
2023-11-26,Beauty,Perfume,West DC,Supplier C,176,152,202,6,100,4.09,60.67,84.21,False,0,True,50,24,15.79,Over-forecast,Good (80-90%)
2023-11-26,Beauty,Perfume,Central DC,Supplier A,196,209,210,4,100,5.0,99.51,93.78,False,0,False,1,-13,6.22,Accurate,Excellent (90-100%)
2023-11-26,Beauty,Shampoo,East DC,Supplier A,118,124,127,3,100,5.0,96.78,95.16,False,0,False,3,-6,4.84,Accurate,Excellent (90-100%)
2023-11-26,Beauty,Shampoo,West DC,Supplier A,130,118,142,2,96,4.67,76.38,89.83,False,0,True,24,12,10.17,Accurate,Good (80-90%)
2023-11-27,Electronics,Tablet,West DC,Supplier E,476,514,537,21,60,3.6,95.61,92.61,False,0,False,23,-38,7.39,Under-forecast,Excellent (90-100%)
2023-11-27,Electronics,Tablet,Central DC,Supplier E,675,731,753,9,96,4.6,98.87,92.34,False,0,False,22,-56,7.66,Under-forecast,Excellent (90-100%)
2023-11-27,Electronics,Headphones,East DC,Supplier E,578,532,671,19,60,4.05,76.03,91.35,False,0,True,139,46,8.65,Over-forecast,Excellent (90-100%)
2023-11-27,Electronics,Headphones,West DC,Supplier D,497,429,560,4,96,4.14,57.0,84.15,False,0,True,131,68,15.85,Over-forecast,Good (80-90%)
2023-11-27,Electronics,Smart Watch,West DC,Supplier D,587,683,642,11,84,3.27,91.51,85.94,True,41,False,0,-96,14.06,Under-forecast,Good (80-90%)
2023-11-27,Electronics,Smart Watch,South DC,Supplier B,457,497,498,4,100,5.0,98.95,91.95,False,0,False,1,-40,8.05,Under-forecast,Excellent (90-100%)
2023-11-27,Clothing,Sweater,Central DC,Supplier D,191,207,204,6,96,4.19,97.67,92.27,True,3,False,0,-16,7.73,Under-forecast,Excellent (90-100%)
2023-11-27,Clothing,Sweater,South DC,Supplier B,193,232,219,5,100,3.65,91.9,83.19,True,13,False,0,-39,16.81,Under-forecast,Good (80-90%)
2023-11-27,Clothing,Jeans,East DC,Supplier A,285,338,332,4,100,3.93,97.37,84.32,True,6,False,0,-53,15.68,Under-forecast,Good (80-90%)
2023-11-27,Clothing,Jeans,South DC,Supplier E,242,299,287,7,97,3.28,96.82,80.94,True,12,False,0,-57,19.06,Under-forecast,Good (80-90%)
2023-11-27,Clothing,Jacket,Central DC,Supplier C,379,343,422,4,98,4.3,71.96,89.5,False,0,True,79,36,10.5,Over-forecast,Good (80-90%)
2023-11-27,Clothing,Jacket,South DC,Supplier A,236,261,256,1,96,3.96,99.09,90.42,True,5,False,0,-25,9.58,Under-forecast,Excellent (90-100%)
2023-11-27,Food,Chocolate,South DC,Supplier B,353,368,373,5,100,5.0,96.92,95.92,False,0,False,5,-15,4.08,Under-forecast,Excellent (90-100%)
2023-11-27,Food,Chocolate,East DC,Supplier D,444,408,479,5,97,4.77,86.9,91.18,False,0,False,71,36,8.82,Over-forecast,Excellent (90-100%)
2023-11-27,Food,Bread,South DC,Supplier D,373,403,396,8,96,3.99,96.97,92.56,True,7,False,0,-30,7.44,Under-forecast,Excellent (90-100%)
2023-11-27,Food,Bread,West DC,Supplier C,225,209,241,5,98,4.43,83.59,92.34,False,0,False,32,16,7.66,Over-forecast,Excellent (90-100%)
2023-11-27,Food,Milk,West DC,Supplier A,404,365,444,3,100,4.62,79.94,89.32,False,0,True,79,39,10.68,Over-forecast,Good (80-90%)
2023-11-27,Food,Milk,East DC,Supplier D,397,365,443,12,68,3.89,78.55,91.23,False,0,True,78,32,8.77,Over-forecast,Excellent (90-100%)
2023-11-27,Home Goods,Chair,South DC,Supplier A,214,172,251,2,100,3.91,51.9,75.58,False,0,True,79,42,24.42,Over-forecast,Fair (70-80%)
2023-11-27,Home Goods,Chair,Central DC,Supplier A,144,166,157,4,100,3.83,94.6,86.75,True,9,False,0,-22,13.25,Under-forecast,Good (80-90%)
2023-11-27,Home Goods,Table,Central DC,Supplier A,130,138,137,3,96,4.42,98.24,94.2,True,1,False,0,-8,5.8,Accurate,Excellent (90-100%)
2023-11-27,Home Goods,Table,South DC,Supplier A,156,178,170,2,100,4.17,99.06,87.64,True,8,False,0,-22,12.36,Under-forecast,Good (80-90%)
2023-11-27,Home Goods,Curtains,West DC,Supplier A,113,143,131,3,96,3.3,91.52,79.02,True,12,False,0,-30,20.98,Under-forecast,Fair (70-80%)
2023-11-27,Home Goods,Curtains,East DC,Supplier A,124,146,140,2,100,3.97,96.29,84.93,True,6,False,0,-22,15.07,Under-forecast,Good (80-90%)
2023-11-27,Sports,Yoga Mat,Central DC,Supplier B,143,128,158,4,97,4.46,79.92,88.28,False,0,True,30,15,11.72,Accurate,Good (80-90%)
2023-11-27,Sports,Yoga Mat,South DC,Supplier A,183,158,215,3,96,4.56,65.07,84.18,False,0,True,57,25,15.82,Over-forecast,Good (80-90%)
2023-11-27,Sports,Running Shoes,Central DC,Supplier D,118,107,129,13,76,4.23,72.63,89.72,False,0,True,22,11,10.28,Accurate,Good (80-90%)
2023-11-27,Sports,Running Shoes,South DC,Supplier B,134,119,147,2,96,4.57,76.12,87.39,False,0,True,28,15,12.61,Accurate,Good (80-90%)
2023-11-27,Sports,Fitness Tracker,West DC,Supplier C,151,131,169,4,97,4.33,76.28,84.73,False,0,True,38,20,15.27,Over-forecast,Good (80-90%)
2023-11-27,Sports,Fitness Tracker,South DC,Supplier A,114,145,128,2,100,3.16,86.71,78.62,True,17,False,0,-31,21.38,Under-forecast,Fair (70-80%)
2023-11-27,Beauty,Perfume,West DC,Supplier D,272,239,296,7,96,4.55,75.11,86.19,False,0,True,57,33,13.81,Over-forecast,Good (80-90%)
2023-11-27,Beauty,Perfume,East DC,Supplier C,169,195,186,3,96,3.81,98.63,86.67,True,9,False,0,-26,13.33,Under-forecast,Good (80-90%)
2023-11-27,Beauty,Shampoo,South DC,Supplier E,170,205,205,10,101,3.86,98.99,82.93,False,0,False,0,-35,17.07,Under-forecast,Good (80-90%)
2023-11-27,Beauty,Shampoo,West DC,Supplier D,168,187,182,11,96,3.84,96.68,89.84,True,5,False,0,-19,10.16,Under-forecast,Good (80-90%)
2023-11-27,Beauty,Makeup,South DC,Supplier E,186,175,205,13,92,4.25,86.87,93.71,False,0,False,30,11,6.29,Accurate,Excellent (90-100%)
2023-11-27,Beauty,Makeup,East DC,Supplier B,242,266,267,3,100,4.52,99.06,90.98,False,0,False,1,-24,9.02,Under-forecast,Excellent (90-100%)
2023-11-28,Electronics,Headphones,South DC,Supplier A,140,175,157,2,100,2.96,83.25,80.0,True,18,False,0,-35,20.0,Under-forecast,Fair (70-80%)
2023-11-28,Electronics,Headphones,Central DC,Supplier D,218,199,237,5,96,4.55,84.12,90.45,False,0,False,38,19,9.55,Over-forecast,Excellent (90-100%)
2023-11-28,Electronics,Camera,East DC,Supplier E,263,284,295,25,40,3.51,95.8,92.61,False,0,False,11,-21,7.39,Under-forecast,Excellent (90-100%)
2023-11-28,Electronics,Camera,West DC,Supplier E,171,149,195,8,96,4.56,68.44,85.23,False,0,True,46,22,14.77,Over-forecast,Good (80-90%)
2023-11-28,Electronics,Tablet,South DC,Supplier D,133,159,149,7,100,3.67,91.07,83.65,True,10,False,0,-26,16.35,Under-forecast,Good (80-90%)
2023-11-28,Electronics,Tablet,East DC,Supplier E,346,311,392,6,97,4.19,79.33,88.75,False,0,True,81,35,11.25,Over-forecast,Good (80-90%)
2023-11-28,Clothing,Shoes,West DC,Supplier D,349,292,409,4,97,4.1,67.02,80.48,False,0,True,117,57,19.52,Over-forecast,Good (80-90%)
2023-11-28,Clothing,Shoes,East DC,Supplier A,219,203,232,3,100,4.8,88.83,92.12,False,0,False,29,16,7.88,Over-forecast,Excellent (90-100%)
2023-11-28,Clothing,Dress,Central DC,Supplier C,340,358,361,5,97,4.9,95.06,94.97,False,0,False,3,-18,5.03,Under-forecast,Excellent (90-100%)
2023-11-28,Clothing,Dress,West DC,Supplier E,299,345,348,8,98,4.2,97.57,86.67,False,0,False,3,-46,13.33,Under-forecast,Good (80-90%)
2023-11-28,Clothing,Jeans,Central DC,Supplier B,342,320,369,3,96,4.68,88.77,93.12,False,0,False,49,22,6.88,Over-forecast,Excellent (90-100%)
2023-11-28,Clothing,Jeans,South DC,Supplier E,232,194,273,12,100,4.1,51.81,80.41,False,0,True,79,38,19.59,Over-forecast,Good (80-90%)
2023-11-28,Food,Eggs,Central DC,Supplier A,248,237,261,2,100,5.0,86.06,95.36,False,0,False,24,11,4.64,Accurate,Excellent (90-100%)
2023-11-28,Food,Eggs,East DC,Supplier D,402,436,432,7,92,3.63,95.83,92.2,True,4,False,0,-34,7.8,Under-forecast,Excellent (90-100%)
2023-11-28,Food,Milk,Central DC,Supplier D,384,398,407,6,97,5.0,97.52,96.48,False,0,False,9,-14,3.52,Accurate,Excellent (90-100%)
2023-11-28,Food,Milk,East DC,Supplier C,319,329,335,5,96,5.0,98.32,96.96,False,0,False,6,-10,3.04,Accurate,Excellent (90-100%)
2023-11-28,Food,Bread,West DC,Supplier E,479,432,553,11,100,4.26,77.6,89.12,False,0,True,121,47,10.88,Over-forecast,Good (80-90%)
2023-11-28,Food,Bread,East DC,Supplier E,230,212,264,16,92,4.49,70.33,91.51,False,0,True,52,18,8.49,Over-forecast,Excellent (90-100%)
2023-11-28,Home Goods,Lamp,East DC,Supplier E,139,155,160,17,76,3.92,95.11,89.68,False,0,False,5,-16,10.32,Under-forecast,Good (80-90%)
2023-11-28,Home Goods,Lamp,South DC,Supplier B,160,190,183,4,96,3.72,97.83,84.21,True,7,False,0,-30,15.79,Under-forecast,Good (80-90%)
2023-11-28,Home Goods,Pillow,West DC,Supplier B,94,120,106,3,96,2.48,88.75,78.33,True,14,False,0,-26,21.67,Under-forecast,Fair (70-80%)
2023-11-28,Home Goods,Pillow,Central DC,Supplier A,60,67,66,2,96,4.09,95.7,89.55,True,1,False,0,-7,10.45,Accurate,Good (80-90%)
2023-11-28,Home Goods,Curtains,West DC,Supplier C,96,117,111,3,96,3.63,93.76,82.05,True,6,False,0,-21,17.95,Under-forecast,Good (80-90%)
2023-11-28,Home Goods,Curtains,South DC,Supplier A,92,118,106,3,100,2.35,81.1,77.97,True,12,False,0,-26,22.03,Under-forecast,Fair (70-80%)
2023-11-28,Sports,Dumbbells,South DC,Supplier A,75,69,81,3,100,5.0,87.31,91.3,False,0,False,12,6,8.7,Accurate,Excellent (90-100%)
2023-11-28,Sports,Dumbbells,East DC,Supplier A,95,83,106,2,100,4.73,72.43,85.54,False,0,True,23,12,14.46,Accurate,Good (80-90%)
2023-11-28,Sports,Yoga Mat,East DC,Supplier D,150,159,157,14,84,3.84,98.95,94.34,True,2,False,0,-9,5.66,Accurate,Excellent (90-100%)
2023-11-28,Sports,Yoga Mat,Central DC,Supplier C,89,85,94,4,96,4.97,84.1,95.29,False,0,False,9,4,4.71,Accurate,Excellent (90-100%)
2023-11-28,Sports,Fitness Tracker,South DC,Supplier A,99,83,116,2,100,4.42,68.28,80.72,False,0,True,33,16,19.28,Over-forecast,Good (80-90%)
2023-11-28,Sports,Fitness Tracker,East DC,Supplier B,77,68,86,4,97,4.39,72.33,86.76,False,0,True,18,9,13.24,Accurate,Good (80-90%)
2023-11-28,Beauty,Hair Dryer,East DC,Supplier A,225,214,240,2,100,4.67,86.63,94.86,False,0,False,26,11,5.14,Accurate,Excellent (90-100%)
2023-11-28,Beauty,Hair Dryer,South DC,Supplier C,159,195,186,6,100,3.35,96.06,81.54,True,9,False,0,-36,18.46,Under-forecast,Good (80-90%)
2023-11-28,Beauty,Shampoo,West DC,Supplier B,284,268,306,3,96,4.86,82.57,94.03,False,0,False,38,16,5.97,Over-forecast,Excellent (90-100%)
2023-11-28,Beauty,Shampoo,East DC,Supplier B,223,258,245,4,100,4.16,92.86,86.43,True,13,False,0,-35,13.57,Under-forecast,Good (80-90%)
2023-11-28,Beauty,Skincare,South DC,Supplier E,244,210,299,9,98,4.06,68.5,83.81,False,0,True,89,34,16.19,Over-forecast,Good (80-90%)
2023-11-28,Beauty,Skincare,East DC,Supplier C,201,190,215,7,96,4.56,84.67,94.21,False,0,False,25,11,5.79,Accurate,Excellent (90-100%)
2023-11-29,Electronics,Phone,East DC,Supplier B,133,145,148,7,92,4.53,97.41,91.72,False,0,False,3,-12,8.28,Accurate,Excellent (90-100%)
2023-11-29,Electronics,Phone,West DC,Supplier E,244,230,274,8,99,4.36,81.59,93.91,False,0,False,44,14,6.09,Accurate,Excellent (90-100%)
2023-11-29,Electronics,Headphones,West DC,Supplier A,215,249,236,2,96,4.15,92.94,86.35,True,13,False,0,-34,13.65,Under-forecast,Good (80-90%)
2023-11-29,Electronics,Headphones,Central DC,Supplier A,164,151,181,3,100,4.97,82.57,91.39,False,0,False,30,13,8.61,Accurate,Excellent (90-100%)
2023-11-29,Electronics,Tablet,South DC,Supplier A,229,208,249,3,100,4.59,83.39,89.9,False,0,False,41,21,10.1,Over-forecast,Good (80-90%)
2023-11-29,Electronics,Tablet,Central DC,Supplier D,267,281,285,9,96,5.0,98.05,95.02,False,0,False,4,-14,4.98,Accurate,Excellent (90-100%)
2023-11-29,Clothing,Jeans,West DC,Supplier E,194,166,227,14,84,3.95,59.08,83.13,False,0,True,61,28,16.87,Over-forecast,Good (80-90%)
2023-11-29,Clothing,Jeans,South DC,Supplier C,154,187,178,8,92,3.17,98.28,82.35,True,9,False,0,-33,17.65,Under-forecast,Good (80-90%)
2023-11-29,Clothing,Shoes,West DC,Supplier A,387,339,426,1,96,4.76,73.85,85.84,False,0,True,87,48,14.16,Over-forecast,Good (80-90%)
2023-11-29,Clothing,Shoes,South DC,Supplier A,218,276,249,2,100,3.51,93.97,78.99,True,27,False,0,-58,21.01,Under-forecast,Fair (70-80%)
2023-11-29,Clothing,T-shirt,South DC,Supplier D,352,294,400,11,100,4.02,63.49,80.27,False,0,True,106,58,19.73,Over-forecast,Good (80-90%)
2023-11-29,Clothing,T-shirt,Central DC,Supplier A,394,354,437,4,100,4.32,70.09,88.7,False,0,True,83,40,11.3,Over-forecast,Good (80-90%)
2023-11-29,Food,Milk,West DC,Supplier C,207,198,223,5,100,5.0,83.19,95.45,False,0,False,25,9,4.55,Accurate,Excellent (90-100%)
2023-11-29,Food,Milk,South DC,Supplier E,236,226,264,10,100,4.73,84.89,95.58,False,0,False,38,10,4.42,Accurate,Excellent (90-100%)
2023-11-29,Food,Bread,Central DC,Supplier B,406,396,430,2,96,5.0,94.53,97.47,False,0,False,34,10,2.53,Accurate,Excellent (90-100%)
2023-11-29,Food,Bread,East DC,Supplier B,264,278,281,3,100,4.93,99.45,94.96,False,0,False,3,-14,5.04,Accurate,Excellent (90-100%)
2023-11-29,Food,Chocolate,West DC,Supplier D,275,256,291,5,96,4.81,82.89,92.58,False,0,False,35,19,7.42,Over-forecast,Excellent (90-100%)
2023-11-29,Food,Chocolate,East DC,Supplier D,444,409,484,9,97,5.0,82.85,91.44,False,0,False,75,35,8.56,Over-forecast,Excellent (90-100%)
2023-11-29,Home Goods,Curtains,South DC,Supplier D,107,93,120,8,100,4.47,73.63,84.95,False,0,True,27,14,15.05,Accurate,Good (80-90%)
2023-11-29,Home Goods,Curtains,Central DC,Supplier E,89,97,102,12,92,4.41,91.37,91.75,False,0,False,5,-8,8.25,Accurate,Excellent (90-100%)
2023-11-29,Home Goods,Lamp,West DC,Supplier A,162,144,177,4,100,4.64,71.75,87.5,False,0,True,33,18,12.5,Over-forecast,Good (80-90%)
2023-11-29,Home Goods,Lamp,South DC,Supplier A,80,70,87,4,100,4.77,73.16,85.71,False,0,True,17,10,14.29,Accurate,Good (80-90%)
2023-11-29,Home Goods,Rug,Central DC,Supplier E,95,106,109,18,84,3.54,96.46,89.62,False,0,False,3,-11,10.38,Accurate,Good (80-90%)
2023-11-29,Home Goods,Rug,East DC,Supplier D,161,142,175,9,96,4.54,75.76,86.62,False,0,True,33,19,13.38,Over-forecast,Good (80-90%)
2023-11-29,Sports,Tennis Racket,Central DC,Supplier B,58,56,62,4,97,5.0,83.92,96.43,False,0,False,6,2,3.57,Accurate,Excellent (90-100%)
2023-11-29,Sports,Tennis Racket,East DC,Supplier D,93,104,103,10,96,3.82,96.83,89.42,True,1,False,0,-11,10.58,Accurate,Good (80-90%)
2023-11-29,Sports,Dumbbells,Central DC,Supplier B,55,53,59,3,100,5.0,83.55,96.23,False,0,False,6,2,3.77,Accurate,Excellent (90-100%)
2023-11-29,Sports,Dumbbells,East DC,Supplier C,120,137,133,7,96,3.88,99.04,87.59,True,4,False,0,-17,12.41,Under-forecast,Good (80-90%)
2023-11-29,Sports,Yoga Mat,Central DC,Supplier E,58,53,66,7,97,4.44,74.14,90.57,False,0,True,13,5,9.43,Accurate,Excellent (90-100%)
2023-11-29,Sports,Yoga Mat,East DC,Supplier E,119,137,137,7,97,4.39,99.07,86.86,False,0,False,0,-18,13.14,Under-forecast,Good (80-90%)
2023-11-29,Beauty,Makeup,East DC,Supplier E,262,293,301,7,103,4.26,95.06,89.42,False,0,False,8,-31,10.58,Under-forecast,Good (80-90%)
2023-11-29,Beauty,Makeup,Central DC,Supplier A,160,170,170,3,96,5.0,96.61,94.12,False,0,False,0,-10,5.88,Accurate,Excellent (90-100%)
2023-11-29,Beauty,Perfume,Central DC,Supplier B,278,259,292,3,96,4.97,82.22,92.66,False,0,False,33,19,7.34,Over-forecast,Excellent (90-100%)
2023-11-29,Beauty,Perfume,South DC,Supplier C,249,214,280,4,100,3.99,68.69,83.64,False,0,True,66,35,16.36,Over-forecast,Good (80-90%)
2023-11-29,Beauty,Shampoo,East DC,Supplier E,100,90,113,17,76,3.89,76.52,88.89,False,0,True,23,10,11.11,Accurate,Good (80-90%)
2023-11-29,Beauty,Shampoo,Central DC,Supplier E,156,150,173,12,100,4.78,82.59,96.0,False,0,False,23,6,4.0,Accurate,Excellent (90-100%)
2023-11-30,Electronics,Camera,Central DC,Supplier A,165,173,173,2,100,5.0,95.74,95.38,False,0,False,0,-8,4.62,Accurate,Excellent (90-100%)
2023-11-30,Electronics,Camera,West DC,Supplier E,317,338,357,11,97,4.45,90.17,93.79,False,0,False,19,-21,6.21,Under-forecast,Excellent (90-100%)
2023-11-30,Electronics,Tablet,East DC,Supplier B,255,269,268,6,100,3.99,97.23,94.8,True,1,False,0,-14,5.2,Accurate,Excellent (90-100%)
2023-11-30,Electronics,Tablet,West DC,Supplier D,344,309,379,4,96,4.31,73.9,88.67,False,0,True,70,35,11.33,Over-forecast,Good (80-90%)
2023-11-30,Electronics,Phone,East DC,Supplier C,192,171,210,4,96,4.34,74.61,87.72,False,0,True,39,21,12.28,Over-forecast,Good (80-90%)
2023-11-30,Electronics,Phone,South DC,Supplier C,187,172,203,5,100,4.56,89.13,91.28,False,0,False,31,15,8.72,Accurate,Excellent (90-100%)
2023-11-30,Clothing,Shoes,West DC,Supplier B,245,284,271,3,100,4.05,96.73,86.27,True,13,False,0,-39,13.73,Under-forecast,Good (80-90%)
2023-11-30,Clothing,Shoes,Central DC,Supplier C,282,300,303,6,96,4.6,97.09,94.0,False,0,False,3,-18,6.0,Under-forecast,Excellent (90-100%)
2023-11-30,Clothing,T-shirt,South DC,Supplier A,198,178,219,3,100,4.76,74.29,88.76,False,0,True,41,20,11.24,Over-forecast,Good (80-90%)
2023-11-30,Clothing,T-shirt,West DC,Supplier E,165,152,190,14,98,4.45,77.01,91.45,False,0,True,38,13,8.55,Accurate,Excellent (90-100%)
2023-11-30,Clothing,Jacket,Central DC,Supplier D,238,255,256,6,100,4.51,97.1,93.33,False,0,False,1,-17,6.67,Under-forecast,Excellent (90-100%)
2023-11-30,Clothing,Jacket,East DC,Supplier A,148,129,162,3,100,4.69,73.82,85.27,False,0,True,33,19,14.73,Over-forecast,Good (80-90%)
2023-11-30,Food,Cheese,East DC,Supplier D,305,332,336,7,98,4.71,97.27,91.87,False,0,False,4,-27,8.13,Under-forecast,Excellent (90-100%)
2023-11-30,Food,Cheese,South DC,Supplier D,278,251,305,11,96,4.6,75.66,89.24,False,0,True,54,27,10.76,Over-forecast,Good (80-90%)
2023-11-30,Food,Chocolate,East DC,Supplier E,401,414,448,8,100,4.87,92.46,96.86,False,0,False,34,-13,3.14,Accurate,Excellent (90-100%)
2023-11-30,Food,Chocolate,South DC,Supplier B,339,368,364,5,96,3.98,98.99,92.12,True,4,False,0,-29,7.88,Under-forecast,Excellent (90-100%)
2023-11-30,Food,Eggs,Central DC,Supplier C,331,354,353,6,92,4.31,99.34,93.5,True,1,False,0,-23,6.5,Under-forecast,Excellent (90-100%)
2023-11-30,Food,Eggs,South DC,Supplier B,466,425,511,6,100,4.86,71.63,90.35,False,0,True,86,41,9.65,Over-forecast,Excellent (90-100%)
2023-11-30,Home Goods,Table,South DC,Supplier E,110,142,130,11,96,2.79,93.02,77.46,True,12,False,0,-32,22.54,Under-forecast,Fair (70-80%)
2023-11-30,Home Goods,Table,East DC,Supplier D,131,148,145,14,60,3.26,99.27,88.51,True,3,False,0,-17,11.49,Under-forecast,Good (80-90%)
2023-11-30,Home Goods,Curtains,Central DC,Supplier C,108,124,116,4,97,3.92,92.23,87.1,True,8,False,0,-16,12.9,Under-forecast,Good (80-90%)
2023-11-30,Home Goods,Curtains,East DC,Supplier E,121,131,133,16,100,4.37,99.1,92.37,False,0,False,2,-10,7.63,Accurate,Excellent (90-100%)
2023-11-30,Home Goods,Lamp,South DC,Supplier E,238,204,284,5,105,3.93,61.83,83.33,False,0,True,80,34,16.67,Over-forecast,Good (80-90%)
2023-11-30,Home Goods,Lamp,Central DC,Supplier B,87,81,92,3,100,4.74,88.58,92.59,False,0,False,11,6,7.41,Accurate,Excellent (90-100%)
2023-11-30,Sports,Fitness Tracker,South DC,Supplier D,107,120,119,12,100,3.95,99.87,89.17,True,1,False,0,-13,10.83,Accurate,Good (80-90%)
2023-11-30,Sports,Fitness Tracker,East DC,Supplier E,74,66,85,9,96,4.08,75.59,87.88,False,0,True,19,8,12.12,Accurate,Good (80-90%)
2023-11-30,Sports,Tennis Racket,South DC,Supplier B,44,56,50,5,100,2.4,81.73,78.57,True,6,False,0,-12,21.43,Accurate,Fair (70-80%)
2023-11-30,Sports,Tennis Racket,Central DC,Supplier C,121,128,129,9,84,4.37,97.78,94.53,False,0,False,1,-7,5.47,Accurate,Excellent (90-100%)
